vid_name;labeled_train_SVO_ts
s03e19_seg02_clip_13;[]
s03e19_seg02_clip_14;[17, 6, 24, 6]
s03e19_seg02_clip_15;[17, 41, 6]
s03e19_seg02_clip_16;[28]
s03e19_seg02_clip_17;[21, 17, 17, 17, 17, 9, 9, 21]
s03e20_seg01_clip_00;[17, 28, 17, 19, 17, 30, 19]
s03e20_seg01_clip_01;[28, 11, 11]
s03e20_seg01_clip_02;[30, 6]
s03e20_seg01_clip_03;[24, 24, 28, 24, 2, 17, 2, 41, 11]
s03e20_seg02_clip_00;[41, 11, 28, 14, 14, 28, 24]
s03e20_seg02_clip_01;[6, 14, 14, 14, 14, 41]
s03e20_seg02_clip_02;[30, 21, 24, 41, 2]
s03e20_seg02_clip_03;[21, 19, 21]
s03e20_seg02_clip_04;[28, 4]
s03e20_seg02_clip_05;[28, 28, 14, 14]
s03e20_seg02_clip_06;[]
s03e20_seg02_clip_07;[17, 24, 24, 41, 17, 30]
s03e20_seg02_clip_08;[28, 13, 4]
s03e20_seg02_clip_09;[]
s03e20_seg02_clip_10;[13, 2, 13, 2]
s03e20_seg02_clip_11;[28, 2, 6, 2, 14]
s03e20_seg02_clip_12;[41, 41, 2, 19, 17, 21]
s03e20_seg02_clip_13;[21, 21, 17, 17, 41, 21, 9]
s03e20_seg02_clip_14;[35, 33, 35]
s03e21_seg01_clip_00;[41, 41, 41, 31]
s03e21_seg01_clip_01;[]
s03e21_seg01_clip_02;[21, 2, 28]
s03e21_seg02_clip_00;[41, 41, 28, 28, 6, 28, 41, 41, 41, 41, 40]
s03e21_seg02_clip_01;[]
s03e21_seg02_clip_02;[38, 33, 38, 38]
s03e21_seg02_clip_03;[11]
s03e21_seg02_clip_04;[]
s03e21_seg02_clip_05;[33, 41, 33, 30]
s03e21_seg02_clip_06;[19, 41, 17, 21]
s03e21_seg02_clip_07;[14, 14, 30]
s03e21_seg02_clip_08;[]
s03e21_seg02_clip_09;[38, 2, 2]
s03e21_seg02_clip_10;[6]
s03e21_seg02_clip_11;[]
s03e21_seg02_clip_12;[41]
s03e21_seg02_clip_13;[6, 6, 6]
s03e21_seg02_clip_14;[5]
s03e21_seg02_clip_15;[2, 23]
s03e21_seg02_clip_16;[31, 31, 17, 6, 42, 42, 42, 31]
s03e22_seg01_clip_00;[3, 3, 32, 14, 30, 30, 4, 29, 3, 3, 3, 30]
s03e22_seg01_clip_01;[29, 14, 2, 41]
s03e22_seg02_clip_00;[21, 4, 4]
s03e22_seg02_clip_01;[17, 28, 28, 28, 33, 17, 33]
s03e22_seg02_clip_02;[29, 11, 11, 11, 14]
s03e22_seg02_clip_03;[28, 28]
s03e22_seg02_clip_04;[11, 28, 41, 28]
s03e22_seg02_clip_05;[]
s03e22_seg02_clip_06;[31, 28, 31, 11, 31, 28]
s03e22_seg02_clip_07;[17, 41, 17, 14, 14, 2]
s03e22_seg02_clip_08;[28]
s03e22_seg02_clip_09;[16, 30, 32, 14, 14]
s03e22_seg02_clip_10;[40, 14, 41, 14, 14, 14, 14, 14]
s03e22_seg02_clip_11;[28, 28]
s03e22_seg02_clip_12;[14, 14, 21]
s03e22_seg02_clip_13;[2, 6, 17, 17, 17, 33, 33, 33]
s03e22_seg02_clip_14;[24, 11, 17]
s03e22_seg02_clip_15;[5]
s03e22_seg02_clip_16;[33, 14, 41]
s03e23_seg01_clip_00;[41, 41]
s03e23_seg01_clip_01;[38]
s03e23_seg02_clip_00;[9, 4, 21]
s03e23_seg02_clip_01;[]
s03e23_seg02_clip_02;[]
s03e23_seg02_clip_03;[5]
s03e23_seg02_clip_04;[33, 5, 6, 37]
s03e23_seg02_clip_05;[30, 30, 4]
s03e23_seg02_clip_06;[33, 35, 35, 33, 40, 30, 41]
s03e23_seg02_clip_07;[]
s03e23_seg02_clip_08;[24, 35, 6, 11, 19, 9, 35, 2, 28]
s03e23_seg02_clip_09;[]
s03e23_seg02_clip_10;[30, 38, 4, 30, 4]
s03e23_seg02_clip_11;[28, 28, 28, 28, 33, 33, 17, 17]
s03e23_seg02_clip_12;[17, 17, 35, 17, 6, 35]
s03e23_seg02_clip_13;[2, 2, 41, 41, 2]
s03e23_seg02_clip_14;[31, 24, 8]
s03e23_seg02_clip_15;[3, 4, 4, 4, 5, 5]
s03e23_seg02_clip_16;[38]
s04e01_seg01_clip_00;[14, 17, 14]
s04e01_seg01_clip_01;[2]
s04e01_seg02_clip_00;[]
s04e01_seg02_clip_01;[17, 17, 24, 2]
s04e01_seg02_clip_02;[29, 41, 35, 28, 14]
s04e01_seg02_clip_03;[41, 14]
s04e01_seg02_clip_04;[9, 4, 30, 19]
s04e01_seg02_clip_05;[28]
s04e01_seg02_clip_06;[28]
s04e01_seg02_clip_07;[9, 9, 11, 28]
s04e01_seg02_clip_08;[31, 31, 31, 0]
s04e01_seg02_clip_09;[31, 28, 31, 28]
s04e01_seg02_clip_10;[9, 20, 27]
s04e01_seg02_clip_11;[14]
s04e01_seg02_clip_12;[28, 6, 28, 6, 28]
s04e01_seg02_clip_13;[8, 2]
s04e01_seg02_clip_14;[36]
s04e01_seg02_clip_15;[]
s04e01_seg02_clip_16;[41]
s04e01_seg02_clip_17;[17, 33, 30, 33]
s04e02_seg01_clip_00;[17, 6, 35, 35]
s04e02_seg01_clip_01;[30, 6]
s04e02_seg01_clip_02;[28, 28, 41]
s04e02_seg02_clip_00;[24, 41, 31, 31, 30, 31, 31, 2]
s04e02_seg02_clip_01;[28, 31, 17, 28, 6, 11]
s04e02_seg02_clip_02;[4, 30, 30]
s04e02_seg02_clip_03;[]
s04e02_seg02_clip_04;[4, 29, 6, 6, 4]
s04e02_seg02_clip_05;[20]
s04e02_seg02_clip_06;[]
s04e02_seg02_clip_07;[28, 14, 14]
s04e02_seg02_clip_08;[14, 6]
s04e02_seg02_clip_09;[14, 2]
s04e02_seg02_clip_10;[19, 38, 19]
s04e02_seg02_clip_11;[29]
s04e02_seg02_clip_12;[]
s04e02_seg02_clip_13;[41, 41, 28, 30, 28]
s04e02_seg02_clip_14;[9, 17]
s04e02_seg02_clip_15;[]
s04e02_seg02_clip_16;[6, 6]
s04e03_seg01_clip_00;[41, 8, 28, 28, 8, 11, 19, 31]
s04e03_seg01_clip_01;[38, 14, 28, 28]
s04e03_seg01_clip_02;[14]
s04e03_seg02_clip_00;[7, 0]
s04e03_seg02_clip_01;[]
s04e03_seg02_clip_02;[38, 28, 42, 28, 38, 28]
s04e03_seg02_clip_03;[]
s04e03_seg02_clip_04;[2, 2, 2]
s04e03_seg02_clip_05;[28, 31]
s04e03_seg02_clip_06;[41, 41, 41, 14]
s04e03_seg02_clip_07;[28, 2, 2, 2]
s04e03_seg02_clip_08;[11, 21]
s04e03_seg02_clip_09;[2, 24, 6]
s04e03_seg02_clip_10;[6]
s04e03_seg02_clip_11;[41, 2, 17, 14]
s04e03_seg02_clip_12;[14, 6, 11]
s04e03_seg02_clip_13;[30, 21, 30, 21, 19, 30, 30, 30, 30]
s04e03_seg02_clip_14;[4, 4, 30]
s04e03_seg02_clip_15;[14]
s04e03_seg02_clip_16;[2]
s04e03_seg02_clip_17;[31, 31]
s04e04_seg01_clip_00;[41]
s04e04_seg01_clip_01;[]
s04e04_seg02_clip_00;[]
s04e04_seg02_clip_01;[13, 17, 17]
s04e04_seg02_clip_02;[0, 0]
s04e04_seg02_clip_03;[14, 28, 31, 28]
s04e04_seg02_clip_04;[4, 24, 6, 2, 41, 4]
s04e04_seg02_clip_05;[]
s04e04_seg02_clip_06;[14, 14, 30, 30]
s04e04_seg02_clip_07;[41, 11, 6, 41]
s04e04_seg02_clip_08;[41, 6]
s04e04_seg02_clip_09;[41, 33, 21, 29, 6, 2, 21, 28, 14]
s04e04_seg02_clip_10;[14, 28, 38, 2]
s04e04_seg02_clip_11;[]
s04e04_seg02_clip_12;[6, 3, 3, 6, 31, 6]
s04e04_seg02_clip_13;[3, 3, 3, 3, 33, 41, 28, 30, 30, 33, 33]
s04e04_seg02_clip_14;[26, 26, 26]
s04e04_seg02_clip_15;[9, 4, 4, 30, 4, 9, 26, 26, 26, 5]
s04e04_seg02_clip_16;[28, 9, 6, 6]
s04e05_seg01_clip_00;[11, 28, 41, 19, 19, 14, 14, 41, 11]
s04e05_seg01_clip_01;[19, 41, 2, 41, 14]
s04e05_seg02_clip_00;[37, 33]
s04e05_seg02_clip_01;[29, 42, 28, 29, 0, 0, 42, 6, 2]
s04e05_seg02_clip_02;[38]
s04e05_seg02_clip_03;[13]
s04e05_seg02_clip_04;[9, 9, 11, 2]
s04e05_seg02_clip_05;[21, 33, 21, 21, 21, 30, 33]
s04e05_seg02_clip_06;[42, 28, 2, 41]
s04e05_seg02_clip_07;[]
s04e05_seg02_clip_08;[33, 41, 33]
s04e05_seg02_clip_09;[6]
s04e05_seg02_clip_10;[28, 14, 21, 30]
s04e05_seg02_clip_11;[]
s04e05_seg02_clip_12;[]
s04e05_seg02_clip_13;[19]
s04e05_seg02_clip_14;[6]
s04e05_seg02_clip_15;[41, 30, 30]
s04e05_seg02_clip_16;[41, 14, 14]
s04e05_seg02_clip_17;[33, 14, 14, 33]
s04e06_seg01_clip_00;[24, 28, 2, 6]
s04e06_seg01_clip_01;[]
s04e06_seg02_clip_00;[9, 9, 6]
s04e06_seg02_clip_01;[]
s04e06_seg02_clip_02;[30, 3]
s04e06_seg02_clip_03;[17, 41, 30, 26, 33, 26]
s04e06_seg02_clip_04;[28, 30, 30]
s04e06_seg02_clip_05;[]
s04e06_seg02_clip_06;[6, 30, 6]
s04e06_seg02_clip_07;[3, 18, 19, 5, 3, 5, 3]
s04e06_seg02_clip_08;[9, 27, 14, 21]
s04e06_seg02_clip_09;[28, 2, 33]
s04e06_seg02_clip_10;[17, 27]
s04e06_seg02_clip_11;[]
s04e06_seg02_clip_12;[41, 40, 41]
s04e06_seg02_clip_13;[28]
s04e06_seg02_clip_14;[28, 13, 14, 8, 8, 28]
s04e06_seg02_clip_15;[24]
s04e06_seg02_clip_16;[]
s04e06_seg02_clip_17;[]
s04e07_seg01_clip_00;[]
s04e07_seg01_clip_01;[41, 41, 2, 5, 41]
s04e07_seg02_clip_00;[2, 2, 17, 2, 19, 41, 30]
s04e07_seg02_clip_01;[2, 14]
s04e07_seg02_clip_02;[6]
s04e07_seg02_clip_03;[11, 41, 28, 28, 6]
s04e07_seg02_clip_04;[30, 35, 30, 35, 28]
s04e07_seg02_clip_05;[17, 11, 30]
s04e07_seg02_clip_06;[41]
s04e07_seg02_clip_07;[30, 37]
s04e07_seg02_clip_08;[]
s04e07_seg02_clip_09;[28, 19, 14, 41, 41, 14]
s04e07_seg02_clip_10;[]
s04e07_seg02_clip_11;[28]
s04e07_seg02_clip_12;[24, 38, 2]
s04e07_seg02_clip_13;[28, 40, 28, 24, 35, 11, 24]
s04e07_seg02_clip_14;[]
s04e07_seg02_clip_15;[2, 6]
s04e07_seg02_clip_16;[6, 6]
s04e07_seg02_clip_17;[31, 28, 41, 31, 19, 19, 19, 31, 31]
s04e08_seg01_clip_00;[24, 14, 19, 19, 41]
s04e08_seg01_clip_01;[38, 20]
s04e08_seg02_clip_00;[38, 2, 6]
s04e08_seg02_clip_01;[31, 31, 35, 35]
s04e08_seg02_clip_02;[31, 8, 35, 35, 21]
s04e08_seg02_clip_03;[19, 19, 19, 19, 28, 6, 41, 21]
s04e08_seg02_clip_04;[6, 41, 14, 14]
s04e08_seg02_clip_05;[29, 30, 41, 30, 30, 41, 2, 11, 30, 2, 2, 17]
s04e08_seg02_clip_06;[17, 17, 14, 14, 14, 14]
s04e08_seg02_clip_07;[9]
s04e08_seg02_clip_08;[32, 2, 2, 32, 14]
s04e08_seg02_clip_09;[33]
s04e08_seg02_clip_10;[]
s04e08_seg02_clip_11;[17]
s04e08_seg02_clip_12;[28, 24, 24, 6, 11, 28]
s04e08_seg02_clip_13;[41, 41, 28, 2, 21, 14, 14]
s04e08_seg02_clip_14;[]
s04e08_seg02_clip_15;[41, 14, 14, 6]
s04e09_seg01_clip_00;[28, 31]
s04e09_seg01_clip_01;[28, 17, 26, 26, 14, 14, 41, 41, 38]
s04e09_seg02_clip_00;[29, 28, 29, 28, 41, 2]
s04e09_seg02_clip_01;[26, 28, 33, 38, 33, 26, 2]
s04e09_seg02_clip_02;[30, 30, 28]
s04e09_seg02_clip_03;[9, 9, 41]
s04e09_seg02_clip_04;[28, 26, 3, 2, 26, 28, 14, 14, 26]
s04e09_seg02_clip_05;[17]
s04e09_seg02_clip_06;[12, 31]
s04e09_seg02_clip_07;[14]
s04e09_seg02_clip_08;[6, 20, 26, 26]
s04e09_seg02_clip_09;[41, 4, 4, 28, 30, 4, 30, 19]
s04e09_seg02_clip_10;[41, 41]
s04e09_seg02_clip_11;[41, 9, 31, 6, 31, 6, 6]
s04e09_seg02_clip_12;[29, 35, 6, 14]
s04e09_seg02_clip_13;[26, 5]
s04e09_seg02_clip_14;[14, 14]
s04e09_seg02_clip_15;[]
s04e09_seg02_clip_16;[17, 8, 8]
s04e09_seg02_clip_17;[28, 6]
s04e10_seg01_clip_00;[]
s04e10_seg01_clip_01;[41, 2, 24, 6]
s04e10_seg01_clip_02;[41, 11, 40]
s04e10_seg01_clip_03;[]
s04e10_seg02_clip_00;[29, 6, 28, 2]
s04e10_seg02_clip_01;[41, 28, 2, 24, 24, 24, 24, 6]
s04e10_seg02_clip_02;[28, 41, 6, 11]
s04e10_seg02_clip_03;[41, 31, 28]
s04e10_seg02_clip_04;[41]
s04e10_seg02_clip_05;[2]
s04e10_seg02_clip_06;[14, 33, 41, 14, 14]
s04e10_seg02_clip_07;[28, 30, 11, 11]
s04e10_seg02_clip_08;[6, 6, 2, 2]
s04e10_seg02_clip_09;[6, 11]
s04e10_seg02_clip_10;[29, 41, 28, 29, 28]
s04e10_seg02_clip_11;[29]
s04e10_seg02_clip_12;[29, 19, 19, 19, 19]
s04e10_seg02_clip_13;[]
s04e10_seg02_clip_14;[42, 41, 19, 42, 42, 42, 41, 41]
s04e11_seg01_clip_00;[31]
s04e11_seg01_clip_01;[41, 14, 21, 33, 21]
s04e11_seg02_clip_00;[28, 11, 14, 41, 41, 11, 11]
s04e11_seg02_clip_01;[4, 21, 30, 4, 30]
s04e11_seg02_clip_02;[]
s04e11_seg02_clip_03;[28, 28, 28]
s04e11_seg02_clip_04;[11]
s04e11_seg02_clip_05;[41, 28]
s04e11_seg02_clip_06;[19]
s04e11_seg02_clip_07;[17, 17]
s04e11_seg02_clip_08;[]
s04e11_seg02_clip_09;[4, 4]
s04e11_seg02_clip_10;[41, 30, 30, 17, 14]
s04e11_seg02_clip_11;[9, 9, 9, 4, 14, 24]
s04e11_seg02_clip_12;[17, 35, 17, 11, 28, 2, 14, 14, 2, 35, 35, 11, 35]
s04e11_seg02_clip_13;[41, 2, 2, 9, 9]
s04e11_seg02_clip_14;[11, 17, 41]
s04e11_seg02_clip_15;[9, 9, 9, 9]
s04e12_seg01_clip_00;[41, 19, 6]
s04e12_seg01_clip_01;[28]
s04e12_seg01_clip_02;[]
s04e12_seg02_clip_00;[37, 14]
s04e12_seg02_clip_01;[15, 41, 41, 21]
s04e12_seg02_clip_02;[24, 24, 24, 31, 31, 31, 17, 14, 14]
s04e12_seg02_clip_03;[8]
s04e12_seg02_clip_04;[29, 28, 14, 14, 14, 38, 2]
s04e12_seg02_clip_05;[29, 9, 41]
s04e12_seg02_clip_06;[8, 2, 19]
s04e12_seg02_clip_07;[41, 17, 35, 35, 29, 24, 24, 35, 35]
s04e12_seg02_clip_08;[31, 6, 31, 11, 19, 41, 41]
s04e12_seg02_clip_09;[6, 41, 6, 6, 41, 2, 40, 41, 6]
s04e12_seg02_clip_10;[14]
s04e12_seg02_clip_11;[14, 41, 21, 14, 14, 28, 17, 19]
s04e12_seg02_clip_12;[17, 14]
s04e12_seg02_clip_13;[2, 6, 14]
s04e12_seg02_clip_14;[9, 28, 30, 14, 30, 14, 14]
s04e12_seg02_clip_15;[14, 14]
s04e12_seg02_clip_16;[11, 14, 14, 14, 11, 11, 21]
s04e12_seg02_clip_17;[]
s04e13_seg01_clip_00;[6, 41, 41, 6]
s04e13_seg01_clip_01;[2, 29, 31, 31, 31]
s04e13_seg02_clip_00;[20, 35, 27, 35, 40, 40, 40]
s04e13_seg02_clip_01;[]
s04e13_seg02_clip_02;[28, 14]
s04e13_seg02_clip_03;[9, 27]
s04e13_seg02_clip_04;[38, 41]
s04e13_seg02_clip_05;[41, 38, 23, 27]
s04e13_seg02_clip_06;[28, 26, 33, 31, 20]
s04e13_seg02_clip_07;[30, 26, 28]
s04e13_seg02_clip_08;[]
s04e13_seg02_clip_09;[28, 6, 2, 14, 14]
s04e13_seg02_clip_10;[]
s04e13_seg02_clip_11;[]
s04e13_seg02_clip_12;[]
s04e13_seg02_clip_13;[28, 26, 26, 26, 26, 28, 13, 26, 26]
s04e13_seg02_clip_14;[20, 14, 14, 14, 31]
s04e13_seg02_clip_15;[]
s04e13_seg02_clip_16;[41, 41, 14, 14, 41]
s04e13_seg02_clip_17;[]
s04e14_seg01_clip_00;[19, 41, 41]
s04e14_seg01_clip_01;[28, 41, 30, 17, 14]
s04e14_seg01_clip_02;[]
s04e14_seg02_clip_00;[41, 41, 24]
s04e14_seg02_clip_01;[24, 11, 24, 6]
s04e14_seg02_clip_02;[]
s04e14_seg02_clip_03;[28, 29, 28, 28, 9]
s04e14_seg02_clip_04;[9, 2, 33, 41]
s04e14_seg02_clip_05;[30, 30, 19, 30]
s04e14_seg02_clip_06;[2]
s04e14_seg02_clip_07;[]
s04e14_seg02_clip_08;[24, 11, 19, 17, 24, 14, 11, 24, 14, 6]
s04e14_seg02_clip_09;[6, 31, 41, 17]
s04e14_seg02_clip_10;[]
s04e14_seg02_clip_11;[31, 31, 19, 31, 14, 14]
s04e14_seg02_clip_12;[41, 41]
s04e14_seg02_clip_13;[19, 19, 41, 19, 19]
s04e14_seg02_clip_14;[19, 20, 19, 19, 19, 20]
s04e14_seg02_clip_15;[41, 28, 31]
s04e14_seg02_clip_16;[8]
s04e15_seg01_clip_00;[28]
s04e15_seg01_clip_01;[41]
s04e15_seg01_clip_02;[9]
s04e15_seg02_clip_00;[]
s04e15_seg02_clip_01;[24]
s04e15_seg02_clip_02;[41]
s04e15_seg02_clip_03;[40]
s04e15_seg02_clip_04;[29]
s04e15_seg02_clip_05;[]
s04e15_seg02_clip_06;[6, 41, 6, 41, 20, 41, 2]
s04e15_seg02_clip_07;[24, 2, 31, 21, 31, 31]
s04e15_seg02_clip_08;[41, 1, 28]
s04e15_seg02_clip_09;[41, 14, 14, 30]
s04e15_seg02_clip_10;[41, 28, 28, 14]
s04e15_seg02_clip_11;[31, 40, 9, 31, 31]
s04e15_seg02_clip_12;[19, 30]
s04e15_seg02_clip_13;[]
s04e15_seg02_clip_14;[]
s04e15_seg02_clip_15;[17]
s04e16_seg01_clip_00;[]
s04e16_seg01_clip_01;[26, 17, 26, 2]
s04e16_seg01_clip_02;[]
s04e16_seg01_clip_03;[30, 30]
s04e16_seg02_clip_00;[9, 14, 30, 30, 17, 14, 14]
s04e16_seg02_clip_01;[]
s04e16_seg02_clip_02;[37, 4, 41, 33]
s04e16_seg02_clip_03;[]
s04e16_seg02_clip_04;[]
s04e16_seg02_clip_05;[3]
s04e16_seg02_clip_06;[30, 19, 19]
s04e16_seg02_clip_07;[33, 6, 14]
s04e16_seg02_clip_08;[11, 11, 2, 30]
s04e16_seg02_clip_09;[18, 41, 30, 37]
s04e16_seg02_clip_10;[14]
s04e16_seg02_clip_11;[14, 14, 14, 28]
s04e16_seg02_clip_12;[28, 31, 14, 14, 14]
s04e16_seg02_clip_13;[28, 30, 30, 11, 24]
s04e16_seg02_clip_14;[31, 30, 4]
s04e16_seg02_clip_15;[41, 30, 24, 29, 14, 24, 14, 14, 24]
s04e17_seg01_clip_00;[6, 28, 33, 30, 33, 33]
s04e17_seg01_clip_01;[41, 21]
s04e17_seg02_clip_00;[30, 4, 30, 4, 17, 33]
s04e17_seg02_clip_01;[6, 2]
s04e17_seg02_clip_02;[28]
s04e17_seg02_clip_03;[29, 29]
s04e17_seg02_clip_04;[29, 29, 29, 19, 19]
s04e17_seg02_clip_05;[]
s04e17_seg02_clip_06;[37, 5, 37, 21]
s04e17_seg02_clip_07;[28]
s04e17_seg02_clip_08;[9, 30, 9, 29, 30, 30, 19, 19]
s04e17_seg02_clip_09;[28, 28, 17, 17, 28, 8, 17, 17, 17, 37]
s04e17_seg02_clip_10;[]
s04e17_seg02_clip_11;[6, 41]
s04e17_seg02_clip_12;[]
s04e17_seg02_clip_13;[40, 8]
s04e17_seg02_clip_14;[6]
s04e17_seg02_clip_15;[]
s04e17_seg02_clip_16;[14, 4, 4, 17, 30, 4]
s04e17_seg02_clip_17;[14, 14, 14, 14, 2, 2]
s04e18_seg01_clip_00;[]
s04e18_seg01_clip_01;[]
s04e18_seg02_clip_00;[41, 17, 30]
s04e18_seg02_clip_01;[29, 21]
s04e18_seg02_clip_02;[]
s04e18_seg02_clip_03;[]
s04e18_seg02_clip_04;[]
s04e18_seg02_clip_05;[2, 28, 6, 11]
s04e18_seg02_clip_06;[41, 9, 21]
s04e18_seg02_clip_07;[9, 9, 13, 4, 4]
s04e18_seg02_clip_08;[26]
s04e18_seg02_clip_09;[9, 28]
s04e18_seg02_clip_10;[28, 24, 41]
s04e18_seg02_clip_11;[]
s04e18_seg02_clip_12;[9, 40, 19, 11, 13, 2, 6]
s04e18_seg02_clip_13;[41, 2, 4]
s04e18_seg02_clip_14;[30, 9, 41, 30, 21]
s04e18_seg02_clip_15;[24, 2, 20, 23]
s04e18_seg02_clip_16;[40, 13]
s04e19_seg01_clip_00;[29, 29]
s04e19_seg01_clip_01;[41, 9]
s04e19_seg01_clip_02;[33, 6, 29, 6, 33, 40, 37, 40, 29]
s04e19_seg02_clip_00;[30]
s04e19_seg02_clip_01;[]
s04e19_seg02_clip_02;[]
s04e19_seg02_clip_03;[9]
s04e19_seg02_clip_04;[14, 14, 14]
s04e19_seg02_clip_05;[]
s04e19_seg02_clip_06;[6]
s04e19_seg02_clip_07;[31]
s04e19_seg02_clip_08;[33]
s04e19_seg02_clip_09;[28, 14, 2]
s04e19_seg02_clip_10;[14, 17, 31, 19, 19, 17]
s04e19_seg02_clip_11;[31, 14, 14, 14, 31, 14]
s04e19_seg02_clip_12;[]
s04e19_seg02_clip_13;[]
s04e19_seg02_clip_14;[40, 27, 27, 27, 27]
s04e19_seg02_clip_15;[31]
s04e19_seg02_clip_16;[]
s04e19_seg02_clip_17;[19]
s04e20_seg01_clip_00;[]
s04e20_seg01_clip_01;[29, 31]
s04e20_seg02_clip_00;[14, 17]
s04e20_seg02_clip_01;[14, 41]
s04e20_seg02_clip_02;[17, 4, 4, 30, 17, 4]
s04e20_seg02_clip_03;[]
s04e20_seg02_clip_04;[29, 9, 41, 30, 17]
s04e20_seg02_clip_05;[2, 41]
s04e20_seg02_clip_06;[29]
s04e20_seg02_clip_07;[24, 28]
s04e20_seg02_clip_08;[11]
s04e20_seg02_clip_09;[]
s04e20_seg02_clip_10;[29, 2, 28, 6]
s04e20_seg02_clip_11;[30, 41, 29, 24, 24, 4, 30, 0]
s04e20_seg02_clip_12;[]
s04e20_seg02_clip_13;[24, 28, 30, 2, 41, 30, 6]
s04e20_seg02_clip_14;[0, 0, 19]
s04e20_seg02_clip_15;[6, 35]
s04e20_seg02_clip_16;[29, 6, 9, 6, 30]
s04e20_seg02_clip_17;[24, 41, 30, 4, 30, 30, 24, 30, 4]
s04e21_seg01_clip_00;[9, 30, 4, 4, 30]
s04e21_seg02_clip_00;[29, 17, 17, 35]
s04e21_seg02_clip_01;[6, 6, 41]
s04e21_seg02_clip_02;[]
s04e21_seg02_clip_03;[]
s04e21_seg02_clip_04;[14, 11, 24, 14, 14, 14, 14]
s04e21_seg02_clip_05;[41, 33, 33, 14]
s04e21_seg02_clip_06;[28, 6, 28, 28, 41, 6]
s04e21_seg02_clip_07;[]
s04e21_seg02_clip_08;[26, 26, 33, 2]
s04e21_seg02_clip_09;[]
s04e21_seg02_clip_10;[9, 41, 41]
s04e21_seg02_clip_11;[]
s04e21_seg02_clip_12;[6, 14, 14, 30, 14, 14, 30]
s04e21_seg02_clip_13;[31, 34]
s04e21_seg02_clip_14;[26, 14, 14]
s04e21_seg02_clip_15;[31, 28, 2]
s04e21_seg02_clip_16;[2, 2, 6, 2]
s04e21_seg02_clip_17;[26, 29, 29, 41]
s04e22_seg01_clip_00;[28, 19, 19, 41]
s04e22_seg01_clip_01;[]
s04e22_seg01_clip_02;[29, 41, 30, 38, 30, 11, 41]
s04e22_seg02_clip_00;[2, 11, 17]
s04e22_seg02_clip_01;[21, 33]
s04e22_seg02_clip_02;[]
s04e22_seg02_clip_03;[2]
s04e22_seg02_clip_04;[14, 41, 17, 11, 11, 19]
s04e22_seg02_clip_05;[]
s04e22_seg02_clip_06;[6, 2, 6, 3, 30, 4]
s04e22_seg02_clip_07;[28, 33, 14, 33]
s04e22_seg02_clip_08;[28]
s04e22_seg02_clip_09;[2, 2, 6]
s04e22_seg02_clip_10;[41]
s04e22_seg02_clip_11;[]
s04e22_seg02_clip_12;[14, 24]
s04e22_seg02_clip_13;[31]
s04e22_seg02_clip_14;[31, 31, 31]
s04e22_seg02_clip_15;[]
s04e22_seg02_clip_16;[41, 41, 41, 6]
s04e23_seg01_clip_00;[24, 9, 28, 28, 24, 29, 28, 6, 41]
s04e23_seg01_clip_01;[29, 19, 17, 2, 11, 28, 28, 28, 28]
s04e23_seg02_clip_00;[]
s04e23_seg02_clip_01;[]
s04e23_seg02_clip_02;[41, 40, 2, 28]
s04e23_seg02_clip_03;[38, 2, 9, 28, 20, 38]
s04e23_seg02_clip_04;[2, 3]
s04e23_seg02_clip_05;[28, 2, 17]
s04e23_seg02_clip_06;[33, 33]
s04e23_seg02_clip_07;[29]
s04e23_seg02_clip_08;[11, 2, 11, 6]
s04e23_seg02_clip_09;[14, 2, 35]
s04e23_seg02_clip_10;[14, 14, 41, 41, 21]
s04e23_seg02_clip_11;[17, 17, 19, 19]
s04e23_seg02_clip_12;[28, 41, 41]
s04e23_seg02_clip_13;[40]
s04e23_seg02_clip_14;[17]
s04e23_seg02_clip_15;[41, 29]
s04e23_seg02_clip_16;[11, 30, 21]
s04e24_seg01_clip_00;[17, 41, 28]
s04e24_seg01_clip_01;[]
s04e24_seg02_clip_00;[]
s04e24_seg02_clip_01;[28, 30, 30, 30, 30, 19]
s04e24_seg02_clip_02;[17, 41, 6]
s04e24_seg02_clip_03;[29, 11]
s04e24_seg02_clip_04;[30, 30, 28, 40, 30, 7, 6]
s04e24_seg02_clip_05;[2, 14]
s04e24_seg02_clip_06;[33, 30, 7, 30]
s04e24_seg02_clip_07;[24, 41, 24, 41, 31, 6, 23, 23, 23, 31]
s04e24_seg02_clip_08;[41, 11, 31, 31, 11, 19]
s04e24_seg02_clip_09;[35, 31, 2, 24, 14, 31]
s04e24_seg02_clip_10;[41, 6, 14, 24, 35, 20]
s04e24_seg02_clip_11;[31, 11, 24, 24, 14, 14, 28, 6, 31, 30, 31, 30, 41, 35]
s04e24_seg02_clip_12;[28, 6, 21, 14, 14]
s04e24_seg02_clip_13;[24, 6]
s04e24_seg02_clip_14;[26, 21]
s04e24_seg02_clip_15;[]
s04e24_seg02_clip_16;[37, 33]
s04e24_seg02_clip_17;[31, 4, 30, 30]
s05e01_seg01_clip_00;[41]
s05e01_seg01_clip_01;[24, 24, 0, 24]
s05e01_seg02_clip_00;[28, 14]
s05e01_seg02_clip_01;[41, 38]
s05e01_seg02_clip_02;[41, 35, 35]
s05e01_seg02_clip_03;[30, 29, 41, 30, 17, 19, 30, 14, 14, 30, 24]
